contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,16,17,18,20,22,23,25,26,29,56,60,63,72,73,74,75,76,78,79,80,82,83,84,85,100,102,103,108,114,120,146,147,153,154,214,215,230,231,233,321,322,323,324,326,327,328,338,374,375,395,396,458,468,sequenceId,possessionId,keyPass,140,141,318,210,6,9,24,107,64,121,136,216,217,280,281,282,472,65,77,89,160,254,353,390,19,61,62,69,81,86,138,274,139,391,101,113,87,192,133,276,275,21,28,137,273
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851913207,538,15,2,60,38,A. Akalé,d0ozf1itum1cvg6704dch7uac,1,75.4,59.9,2025-09-27T13:19:05.016,2025-09-27T13:20:45,1.0,"{""id"": 5934953401, ""qualifierId"": 215}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,NaN,NaN,50.7,19,NaN,NaN,NaN,87.3,55.4,NaN,NaN,NaN,true,98.1,51.3,613,0.034603942185640335,0.0,NaN,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851904751,562,15,2,53,37,N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,1,77.8,47.4,2025-09-27T13:12:04.863,2025-09-27T13:14:20,NaN,"{""id"": 5934909597, ""qualifierId"": 230, ""value"": ""99.1""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,53.0,19,NaN,NaN,NaN,88.1,50.0,NaN,NaN,NaN,NaN,99.1,51.1,483,0.13315658271312714,0.0,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851905821,571,15,2,54,34,V. Hammershøy-Mistrati,e3n8xatusmgu7ttqpfdjanp3p,1,77.8,37.4,2025-09-27T13:13:01.501,2025-09-28T15:29:07,1.0,"{""id"": 5934908383, ""qualifierId"": 146, ""value"": ""97.7""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.9,2.5,NaN,NaN,NaN,97.7,48.0,NaN,NaN,NaN,true,NaN,NaN,490,0.050198446959257126,0.36417555809020996,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851907117,580,15,2,55,32,N. Mouritsen,eyvv6b94feknnp1uew6n0ytat,1,72.2,72.2,2025-09-27T13:13:59.640,2025-09-28T18:35:46,NaN,"{""id"": 5934915743, ""qualifierId"": 102, ""value"": ""53.6""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,53.6,19,NaN,NaN,NaN,81.1,66.3,NaN,NaN,NaN,true,99.0,51.3,908,0.014625589363276958,0.0,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851907949,584,15,2,56,17,O. Søe,9213debwtuph6cjborx73sx78,1,90.1,52.1,2025-09-27T13:14:44.377,2025-09-28T18:29:51,NaN,"{""id"": 5941182169, ""qualifierId"": 79}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,true,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.8,28.5,NaN,true,NaN,99.7,48.7,NaN,NaN,NaN,NaN,NaN,NaN,505,0.03457505628466606,0.028566593304276466,NaN,NaN,3,3,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851928139,690,15,2,75,1,S. Reese,4bkqvwlmbwul0s8lbbq6mifp,1,80.3,54.2,2025-09-27T13:33:27.979,2025-09-27T13:34:38,NaN,"{""id"": 5935032051, ""qualifierId"": 18}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,46.8,19,NaN,NaN,NaN,91.0,50.2,NaN,NaN,NaN,true,99.3,50.2,735,0.07048135250806808,0.0,NaN,NaN,1,3,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851928201,691,15,2,75,1,L. Jensen,139g7ilwvcpl519v3scnweg2d,1,91.7,38.5,2025-09-27T13:33:28.849,2025-09-28T18:29:51,NaN,"{""id"": 5935033739, ""qualifierId"": 146, ""value"": ""99.0""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,true,NaN,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,46.0,15.2,NaN,NaN,NaN,99.0,46.8,NaN,NaN,NaN,true,NaN,NaN,736,0.08436305075883865,0.3366861343383789,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851928897,694,13,2,75,47,J. Villemoes,3yt6hqo1ayr093vpohg4kwufo,1,74.4,53.0,2025-09-27T13:34:14.436,2025-09-27T13:35:21,NaN,"{""id"": 5935037173, ""qualifierId"": 25}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,NaN,NaN,Center,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.7,69.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,98.0,50,NaN,0.01993701420724392,0.0,NaN,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851930939,757,15,2,78,3,F. Isaki,86mx27krl6c613x6e3t9g3cic,1,74.7,58.1,2025-09-27T13:36:30.762,2025-09-28T18:29:51,1.0,"{""id"": 5935054623, ""qualifierId"": 321, ""value"": ""0.038940731436014175""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52.9,3.8,NaN,NaN,NaN,97.2,50.9,NaN,NaN,NaN,true,NaN,NaN,771,0.038940731436014175,0.0718345046043396,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851934373,794,15,2,81,30,Y. Belhadj,52xeb867n93p1wftf42wxu1w4,1,85.8,35.6,2025-09-27T13:39:57.730,2025-09-28T18:29:51,1.0,"{""id"": 5935066633, ""qualifierId"": 22}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.6,6.3,NaN,NaN,NaN,98.5,47.1,NaN,true,NaN,NaN,NaN,NaN,748,0.07708385586738586,0.1555652618408203,NaN,NaN,2,1,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851940159,796,13,2,87,12,L. Jensen,139g7ilwvcpl519v3scnweg2d,1,92.9,48.5,2025-09-27T13:45:39.736,2025-09-27T13:46:48,1.0,"{""id"": 5942375677, ""qualifierId"": 75}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.6,34.7,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,99.3,48.9,NaN,0.12276937067508698,0.0,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851936127,804,15,2,83,18,C. Björk,x3ad9hfxts6jpfugy3kvq9d5,1,79.7,51.3,2025-09-27T13:41:45.249,2025-09-27T13:43:11,1.0,"{""id"": 5935079419, ""qualifierId"": 146, ""value"": ""87.9""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,true,NaN,NaN,NaN,NaN,46.3,19,NaN,NaN,NaN,87.9,49.3,NaN,NaN,NaN,true,94.9,50.4,759,0.06736436486244202,0.0,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851936377,808,15,2,83,33,O. Addo,kqj7nh6pqmqbt0abyyu0fcpg,1,82.7,53.6,2025-09-27T13:42:00.210,2025-09-28T18:29:51,NaN,"{""id"": 5935078275, ""qualifierId"": 321, ""value"": ""0.050776369869709015""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.5,5.1,NaN,NaN,NaN,97.1,51.3,NaN,NaN,NaN,true,NaN,NaN,762,0.050776369869709015,0.038061317056417465,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851937831,813,13,2,84,50,C. Björk,x3ad9hfxts6jpfugy3kvq9d5,1,91.8,52.8,2025-09-27T13:43:17.841,2025-09-27T13:59:59,1.0,"{""id"": 5935088189, ""qualifierId"": 56, ""value"": ""Center""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,true,NaN,true,NaN,NaN,NaN,NaN,true,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,42.0,18.1,NaN,NaN,NaN,97.1,43.9,true,true,NaN,NaN,99.7,50.7,NaN,0.0907667875289917,0.0,NaN,NaN,2,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ajtb177oqwawkdwbqhldmq6mx,B 93,2851937873,814,13,2,84,51,M. Wohlgemuth,e8vt8711wb40afht2v13omket,1,96.2,43.6,2025-09-27T13:43:17.958,2025-09-27T13:44:44,NaN,"{""id"": 5935089225, ""qualifierId"": 231, ""value"": ""48.6""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,true,NaN,NaN,Center,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,47.2,55.6,true,NaN,NaN,NaN,NaN,NaN,NaN,true,true,99.4,48.6,NaN,0.2872197926044464,0.0,NaN,NaN,1,1,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851944127,841,13,2,91,46,M. Hansen,945m1ao4o1wvojbkckvdtjre2,1,76.2,48.5,2025-09-27T13:50:13.733,2025-09-27T13:51:22,NaN,"{""id"": 5935121367, ""qualifierId"": 231, ""value"": ""49.5""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,NaN,NaN,true,true,NaN,NaN,NaN,true,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,57.6,34.7,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,99.4,49.5,NaN,0.0783289447426796,0.0,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851945005,859,15,2,93,10,M. Boesen,6j52ab9vnkhef31151cmjywnp,1,94.5,54.0,2025-09-27T13:51:37.706,2025-09-28T18:29:51,NaN,"{""id"": 5935125981, ""qualifierId"": 147, ""value"": ""51.6""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,true,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,49.7,22.8,NaN,NaN,NaN,99.7,51.6,NaN,NaN,NaN,NaN,NaN,NaN,869,0.1616227626800537,0.30921074748039246,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851945513,873,14,2,94,7,M. Hansen,945m1ao4o1wvojbkckvdtjre2,1,91.5,55.8,2025-09-27T13:52:34.718,2025-09-27T14:36:08,1.0,"{""id"": 4611686018471710913, ""qualifierId"": 322, ""value"": ""0.0""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,true,NaN,true,NaN,NaN,true,NaN,NaN,NaN,true,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.0,12.0,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,99.7,51.6,NaN,0.05701446905732155,0.0,NaN,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eq2jaitwsokibzx3wy7kb5gqp,Middelfart,2851945535,874,15,2,94,8,M. Boesen,6j52ab9vnkhef31151cmjywnp,1,97.7,53.0,2025-09-27T13:52:35.818,2025-09-28T18:29:50,NaN,"{""id"": 5935174195, ""qualifierId"": 146, ""value"": ""99.5""}",cejrkd7ur484rbjfogvdou2vo,B 93 vs Middelfart,1_Division,2025-09-27,DNK,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,Center,NaN,NaN,true,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.3,8.2,NaN,NaN,NaN,99.5,53.1,NaN,NaN,true,NaN,NaN,NaN,883,0.7700618505477905,0.6448190212249756,true,NaN,3,1,true,873,NaN,NaN,NaN,NaN,true,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9vw7ikerpr4cuweeeka5aneg,Horsens,2860185151,16,13,1,1,0,K. Kirkegaard,3ylgelxr6ssp42hidfnchqp2i,1,93.1,31.3,2025-10-18T12:02:33.137,2025-10-18T12:03:40,1.0,"{""id"": 5981278793, ""qualifierId"": 326, ""value"": ""2""}",ck7axrgg0p6z7h50p5ofmswlw,Middelfart vs Horsens,1_Division,2025-10-18,DNK,NaN,,NaN,NaN,true,NaN,true,NaN,,true,Center,NaN,true,NaN,NaN,,,NaN,NaN,,NaN,NaN,NaN,true,NaN,,43.0,11.1,NaN,,,NaN,NaN,,true,NaN,NaN,98.5,47.3,NaN,0.05063769966363907,0.0,,NaN,2,2,true,,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
